"species","decimalLongitude","decimalLatitude","countryCode","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode"
"Spodoptera frugiperda",34.177333,1.077362,"UG",NA,2.18455348137189e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.223622,-0.02455,"KE",NA,2.18455348087782e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.463874,-0.775652,"KE",NA,2.18455348038376e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.12405,-0.169908,"KE",NA,2.18455347988969e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.912622,0.53452,"UG",NA,2.18455347939562e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.20308,2.117933,"UG",NA,2.18455347890156e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.643627,1.801201,"UG",NA,2.18455347840749e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.739026,1.865614,"UG",NA,2.18455347791343e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.316087,11.694765,"ET",NA,2.18455347741936e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.912977,0.330727,"UG",NA,2.1845534769253e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.2118,7.43355,"ET",NA,2.18455347643123e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.18861,7.28482,"ET",NA,2.18455347593717e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.316035,11.694284,"ET",NA,2.1845534754431e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.937368,0.844015,"KE",NA,2.18455347494903e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.198206,-0.020323,"KE",NA,2.18455347445497e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.614979,1.716292,"UG",NA,2.1845534739609e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",31.077669,0.767836,"UG",NA,2.18455347346684e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.94174,0.84937,"KE",NA,2.18455347297277e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.48515,-8.003905,"TZ",NA,2.18455347247871e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.257342,0.133397,"KE",NA,2.18455347198464e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.53333,-7.9175,"TZ",NA,2.18455347149057e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.257828,0.13446,"KE",NA,2.18455347099651e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",31.085914,0.768188,"UG",NA,2.18455347000838e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.957045,0.85522,"KE",NA,2.18455346951431e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.957305,0.855345,"KE",NA,2.18455346902025e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.463494,-2.450712,"RW",NA,2.18455346852618e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.888639,0.385337,"UG",NA,2.18455346803211e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.956245,0.851152,"KE",NA,2.18455346753805e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.95763,0.8405,"KE",NA,2.18455346704398e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",31.794867,1.648285,"UG",NA,2.18455346654992e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.579001,1.749803,"UG",NA,2.18455346605585e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.957605,0.840188,"KE",NA,2.18455346556179e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.831917,0.734977,"KE",NA,2.18455346506772e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.958521,0.523005,"UG",NA,2.18455346457366e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.09675,-0.123183,"KE",NA,2.18455346407959e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.999496,0.345718,"UG",NA,2.18455346358552e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.94558,0.837748,"KE",NA,2.18455346309146e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.266132,2.096011,"UG",NA,2.18455346259739e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.351512,-1.704235,"RW",NA,2.18455346210333e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.945302,0.838682,"KE",NA,2.18455346160926e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.351718,-1.70395,"RW",NA,2.1845534611152e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.744549,-2.366067,"RW",NA,2.18455346062113e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.945285,0.83926,"KE",NA,2.18455346012706e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.600622,-1.50936,"RW",NA,2.184553459633e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.491546,-1.848621,"RW",NA,2.18455345913893e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.93999,0.831968,"KE",NA,2.18455345864487e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.566424,-2.525828,"RW",NA,2.1845534581508e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.832605,0.78,"KE",NA,2.18455345765674e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.363858,-6.385329,"TZ",NA,2.18455345716267e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.930333,0.824273,"KE",NA,2.1845534566686e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.92013,0.827015,"KE",NA,2.18455345617454e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.475252,1.94224,"UG",NA,2.18455345568047e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.919877,0.827603,"KE",NA,2.18455345518641e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.407183,-0.815821,"KE",NA,2.18455345469234e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.923202,0.832002,"KE",NA,2.18455345370421e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.93154,0.8333,"KE",NA,2.18455345321015e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.83277,0.792436,"KE",NA,2.18455345271608e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.931582,0.833198,"KE",NA,2.18455345222201e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.99881,-4.337457,"TZ",NA,2.18455345172795e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.93795,0.84453,"KE",NA,2.18455345123388e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.009223,-4.32403,"TZ",NA,2.18455345073982e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.1234,7.12345,"ET",NA,2.18455345024575e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.937403,0.84399,"KE",NA,2.18455344975169e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.338613,-1.743107,"RW",NA,2.18455344925762e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.400249,11.58775,"ET",NA,2.18455344876355e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.810036,0.549955,"UG",NA,2.18455344826949e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.015418,0.878903,"KE",NA,2.18455344777542e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.634633,-8.837162,"TZ",NA,2.18455344728136e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.941798,0.849442,"KE",NA,2.18455344678729e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",30.265568,-1.60372,"RW",NA,2.18455344629323e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.592219,-8.891493,"TZ",NA,2.18455344579916e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.941295,0.852327,"KE",NA,2.1845534453051e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.451032,-2.41628,"RW",NA,2.18455344481103e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.95853,0.523038,"UG",NA,2.18455344431696e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.945217,0.853237,"KE",NA,2.1845534438229e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.351369,-1.703837,"RW",NA,2.18455344332883e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.974272,0.285878,"UG",NA,2.18455344283477e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",39.251328,8.537204,"ET",NA,2.1845534423407e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.94845,0.856513,"KE",NA,2.18455344184664e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.948367,0.85635,"KE",NA,2.18455344135257e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",31.795579,1.648273,"UG",NA,2.1845534408585e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.947148,0.851795,"KE",NA,2.18455344036444e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.065696,1.882218,"UG",NA,2.18455343987037e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.356908,-1.70122,"RW",NA,2.18455343937631e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.75773,-2.32589,"RW",NA,2.18455343888224e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.554276,-1.554358,"RW",NA,2.18455343838818e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.954718,0.83726,"KE",NA,2.18455343789411e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.348875,-1.701263,"RW",NA,2.18455343740004e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.944828,0.839367,"KE",NA,2.18455343690598e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.553068,-1.559068,"RW",NA,2.18455343641191e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.633155,-1.851196,"RW",NA,2.18455343591785e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.009367,-4.324107,"TZ",NA,2.18455343542378e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.945465,0.838808,"KE",NA,2.18455343492972e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.499742,-3.405868,"TZ",NA,2.18455343443565e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.937857,0.844623,"KE",NA,2.18455343394159e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.351113,-1.703639,"RW",NA,2.18455343344752e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.940257,0.831312,"KE",NA,2.18455343295345e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.757835,0.454218,"UG",NA,2.18455343245939e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.939785,0.831983,"KE",NA,2.18455343196532e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.94003,0.831937,"KE",NA,2.18455343147126e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.998427,-4.337383,"TZ",NA,2.18455343097719e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.998177,0.874913,"KE",NA,2.18455343048313e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.05119,-4.310978,"TZ",NA,2.18455342998906e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.925607,0.847535,"KE",NA,2.18455342949499e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.062322,0.678891,"UG",NA,2.18455342900093e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.555022,-4.4096,"TZ",NA,2.18455342850686e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.925572,0.847518,"KE",NA,2.1845534280128e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.926232,0.84782,"KE",NA,2.18455342751873e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.92986,0.85046,"KE",NA,2.18455342702467e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.451865,-2.414332,"RW",NA,2.1845534265306e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.352582,-1.706408,"RW",NA,2.18455342603653e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.532762,-1.577093,"RW",NA,2.18455342554247e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.9379,0.844605,"KE",NA,2.1845534250484e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.35131,-1.703652,"RW",NA,2.18455342455434e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.937482,0.844058,"KE",NA,2.18455342406027e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.555458,-1.551282,"RW",NA,2.18455342356621e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.315998,11.69446,"ET",NA,2.18455342307214e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.957628,0.840155,"KE",NA,2.18455342257808e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.935812,0.825973,"KE",NA,2.18455342208401e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.316001,11.694507,"ET",NA,2.18455342158994e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.316044,11.694308,"ET",NA,2.18455342109588e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",30.387126,-1.621078,"RW",NA,2.18455342060181e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.049682,1.038115,"KE",NA,2.18455342010775e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.316309,11.694676,"ET",NA,2.18455341961368e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.059729,0.59808,"UG",NA,2.18455341911962e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.956927,0.855255,"KE",NA,2.18455341862555e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.316029,11.694347,"ET",NA,2.18455341813148e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.537287,11.534098,"ET",NA,2.18455341763742e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.957078,0.855153,"KE",NA,2.18455341714335e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.316087,11.694524,"ET",NA,2.18455341664929e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.344163,-1.743287,"RW",NA,2.18455341615522e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.95648,0.850933,"KE",NA,2.18455341566116e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.315997,11.694443,"ET",NA,2.18455341516709e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.961082,0.849853,"KE",NA,2.18455341417896e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.44529,7.44324,"ET",NA,2.18455341368489e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.962457,0.846155,"KE",NA,2.18455341319083e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.344148,-1.743285,"RW",NA,2.18455341269676e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.44529,7.45972,"ET",NA,2.1845534122027e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",37.387679,11.557264,"ET",NA,2.18455341170863e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.553351,-1.552368,"RW",NA,2.18455341121457e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.957397,0.840322,"KE",NA,2.1845534107205e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.957377,0.840502,"KE",NA,2.18455341022643e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.344863,-1.695553,"RW",NA,2.18455340973237e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.566179,-2.525632,"RW",NA,2.1845534092383e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.573924,-1.527782,"RW",NA,2.18455340874424e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",36.256565,0.136745,"KE",NA,2.18455340825017e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.781096,-1.593737,"RW",NA,2.18455340775611e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.945212,0.838735,"KE",NA,2.18455340726204e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.944905,0.839392,"KE",NA,2.18455340676797e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",35.049642,1.038072,"KE",NA,2.18455340627391e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.995855,-2.78361,"TZ",NA,2.18455340577984e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.995292,-2.784031,"TZ",NA,2.18455340528578e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.861978,0.808873,"KE",NA,2.18455340479171e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.938128,0.845275,"KE",NA,2.18455340429765e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",31.771012,1.661444,"UG",NA,2.18455340380358e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.630423,-8.860378,"TZ",NA,2.18455340330952e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.953958,0.836957,"KE",NA,2.18455340281545e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",32.802008,0.591268,"UG",NA,2.18455340232138e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.95459,0.837175,"KE",NA,2.18455340182732e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.576214,-2.373387,"TZ",NA,2.18455340133325e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.953403,0.836435,"KE",NA,2.18455340083919e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.560283,-1.541515,"RW",NA,2.18455340034512e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.945383,0.838795,"KE",NA,2.18455339985106e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.783897,-0.087501,"KE",NA,2.18455339935699e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",34.945582,0.837792,"KE",NA,2.18455339886292e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",29.346321,-1.692315,"RW",NA,2.18455339836886e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",33.507491,-8.90579,"TZ",NA,2.18455339738073e-314,"Noctuidae","SPECIES",NA,2018,"HUMAN_OBSERVATION",""
"Spodoptera frugiperda",-97.602326,30.529784,"US",NA,2.18437131393354e-314,"Noctuidae","SPECIES",29356,2023,"HUMAN_OBSERVATION","iNaturalist"
"Spodoptera frugiperda",-99.142758,26.582813,"US",NA,2.18436798788362e-314,"Noctuidae","SPECIES",2,2023,"HUMAN_OBSERVATION","iNaturalist"
"Spodoptera frugiperda",-97.648727,30.411813,"US",NA,2.1843264354806e-314,"Noctuidae","SPECIES",15,2023,"HUMAN_OBSERVATION","iNaturalist"
"Spodoptera frugiperda",-76.758202,42.443508,"US",NA,2.18432582530953e-314,"Noctuidae","SPECIES",156,2023,"HUMAN_OBSERVATION","iNaturalist"
"Spodoptera frugiperda",-97.648684,30.411795,"US",NA,2.18432030857253e-314,"Noctuidae","SPECIES",15,2023,"HUMAN_OBSERVATION","iNaturalist"
"Spodoptera frugiperda",-97.648695,30.411739,"US",NA,2.18430751573076e-314,"Noctuidae","SPECIES",15,2023,"HUMAN_OBSERVATION","iNaturalist"
"Spodoptera frugiperda",-77.009439,39.021153,"US",NA,2.18427038422715e-314,"Noctuidae","SPECIES",28151,2023,"HUMAN_OBSERVATION","iNaturalist"
"Spodoptera frugiperda",-104.832751,31.995236,"US",NA,2.18426849343792e-314,"Noctuidae","SPECIES",2,2023,"HUMAN_OBSERVATION","iNaturalist"
"Spodoptera frugiperda",-97.648738,30.411841,"US",NA,2.18420595954913e-314,"Noctuidae","SPECIES",15,2023,"HUMAN_OBSERVATION","iNaturalist"
